Gene_acc,Gene_id,srank,Intensity,FDR,Desc
220,sp|Q9WV60|GSK3B_MOUSE,5.128183,7.325720858019412,0.57068,Glycogen synthase kinase-3 beta
221,tr|G3UX26|G3UX26_MOUSE,-5.095799,8.319980017164957,0.57392,tr|G3UX26|G3UX26_MOUSE Voltage-dependent anion-selective channel protein 2
222,sp|Q8BMJ2|SYLC_MOUSE,5.08847,8.35489560471106,0.57392,"Leucine--tRNA ligase, cytoplasmic"
223,tr|G3XA31|G3XA31_MOUSE,-5.0841,7.679127966333415,0.57392,tr|G3XA31|G3XA31_MOUSE Transcription factor 19-like protein
224,sp|P14873|MAP1B_MOUSE,-5.059939,7.387496606935564,0.57392,Microtubule-associated protein 1B
225,sp|Q9CWK8|SNX2_MOUSE,5.027719,8.032336659845736,0.5756600000000001,Sorting nexin-2
226,sp|Q8R2N2|UTP4_MOUSE,-5.019689,7.467682084713682,0.5756600000000001,U3 small nucleolar RNA-associated protein 4 homolog
227,sp|Q9CZD3|GARS_MOUSE,4.983164,7.48926924575802,0.57838,Glycine--tRNA ligase
228,tr|F2Z4A3|F2Z4A3_MOUSE,4.960726,7.1779114760940095,0.5796100000000001,none
229,sp|Q8K1X1|WDR11_MOUSE,4.958945,6.485508484833821,0.5796100000000001,WD repeat-containing protein 11
230,tr|E9Q512|E9Q512_MOUSE,4.950272,6.94883336275259,0.5796100000000001,none
231,sp|Q6IR34|GPSM1_MOUSE,-4.902482,7.380844126464666,0.5815100000000001,G-protein-signaling modulator 1
232,tr|E9Q9F3|E9Q9F3_MOUSE,4.880609,6.671422791052663,0.58296,none
233,sp|P06795|MDR1B_MOUSE,4.864582,7.771918036128905,0.58338,ATP-dependent translocase ABCB1
234,sp|O70475|UGDH_MOUSE,4.832347,8.250127120776897,0.58681,UDP-glucose 6-dehydrogenase
235,sp|P62855|RS26_MOUSE,4.812025,8.400537989391946,0.58792,40S ribosomal protein S26
236,tr|A0A0A6YW67|A0A0A6YW67_MOUSE,4.811761,9.276484782109383,0.58792,tr|A0A0A6YW67|A0A0A6YW67_MOUSE Predicted pseudogene 8797
237,sp|P32921|SYWC_MOUSE,4.80625,7.793545937985268,0.58792,"Tryptophan--tRNA ligase, cytoplasmic"
238,sp|Q80UY2|KCMF1_MOUSE,-4.791574,8.266607953574509,0.58792,E3 ubiquitin-protein ligase KCMF1
239,tr|H9KV01|H9KV01_MOUSE,-4.6785260000000015,7.286186916941038,0.60129,tr|H9KV01|H9KV01_MOUSE Protein SON
240,sp|Q61578|ADRO_MOUSE,-4.655285,6.744801318683773,0.60237,"NADPH:adrenodoxin oxidoreductase, mitochondrial"
241,sp|P13011|SCD2_MOUSE,-4.637037,8.142608435502472,0.60326,Stearoyl-CoA desaturase 2
242,sp|P62827|RAN_MOUSE,4.509809,8.696609726096321,0.6235,GTP-binding nuclear protein Ran
243,sp|Q3V300|KIF22_MOUSE,-4.479205,7.418317867128679,0.6261899999999999,Kinesin-like protein KIF22
244,sp|P62082|RS7_MOUSE,4.4344,8.221909546588135,0.63253,40S ribosomal protein S7
245,sp|O08579|EMD_MOUSE,-4.399881,8.231928110074087,0.6369100000000001,Emerin
246,tr|G3UWY0|G3UWY0_MOUSE,-4.389048000000002,6.792342653482082,0.6369100000000001,"tr|G3UWY0|G3UWY0_MOUSE Translation factor Guf1, mitochondrial (Fragment)"
247,sp|Q9DCH4|EIF3F_MOUSE,-4.3388,7.7915924129874075,0.64415,Eukaryotic translation initiation factor 3 subunit F
248,tr|B7ZC94|B7ZC94_MOUSE,-4.315155,7.975178970940877,0.6460600000000001,tr|B7ZC94|B7ZC94_MOUSE Trinucleotide repeat-containing gene 6C protein (Fragment)
249,sp|Q921I6|SH3B4_MOUSE,4.306872,7.38481918395196,0.6460600000000001,SH3 domain-binding protein 4
250,tr|Q3TSM1|Q3TSM1_MOUSE,4.3055910000000015,6.947678739936936,0.6460600000000001,tr|Q3TSM1|Q3TSM1_MOUSE SUN domain-containing protein 1
251,sp|P14206|RSSA_MOUSE,4.2977919999999985,7.669205270213357,0.6460600000000001,40S ribosomal protein SA
252,sp|Q9Z127|LAT1_MOUSE,4.281312000000002,9.27422714604577,0.6460600000000001,Large neutral amino acids transporter small subunit 1
253,sp|Q70FJ1|AKAP9_MOUSE,-4.275645,7.8348020540487,0.6460600000000001,A-kinase anchor protein 9
254,sp|P37913|DNLI1_MOUSE,4.244967,7.2187455122234745,0.6460600000000001,DNA ligase 1
255,sp|Q8BGF7|PAN2_MOUSE,-4.220891,6.8915207322741825,0.6475,PAN2-PAN3 deadenylation complex catalytic subunit Pan2
256,tr|E0CZ22|E0CZ22_MOUSE,4.220582,7.077295213932091,0.6475,none
257,sp|O88554|PARP2_MOUSE,-4.163918,7.914067999166686,0.65341,Poly [ADP-ribose] polymerase 2
258,sp|Q8CDJ8|STON1_MOUSE,4.137961,7.313065354813511,0.6562899999999999,Stonin-1
259,sp|Q7TQI3|OTUB1_MOUSE,4.134453,7.490000641890952,0.6562899999999999,Ubiquitin thioesterase OTUB1
260,sp|P62849|RS24_MOUSE,4.128673,7.937803650011097,0.6562899999999999,40S ribosomal protein S24
261,sp|P70365|NCOA1_MOUSE,-4.126539,8.019614715691418,0.6562899999999999,Nuclear receptor coactivator 1
262,sp|Q9R233|TPSN_MOUSE,-4.125674,8.357439316313899,0.6562899999999999,Tapasin
263,sp|P43277|H13_MOUSE,-4.112138,8.44961722780696,0.6562899999999999,Histone H1.3
264,tr|A0A338P6B4|A0A338P6B4_MOUSE,4.078722,7.344706581266698,0.6562899999999999,none
265,sp|Q6DFX2|ANTR2_MOUSE,4.065027,7.129077324252736,0.6562899999999999,Anthrax toxin receptor 2
266,sp|Q8VC70|RBMS2_MOUSE,-4.057358,6.4892410905241755,0.6562899999999999,"RNA-binding motif, single-stranded-interacting protein 2"
267,tr|D6REF7|D6REF7_MOUSE,-4.0411660000000005,7.528903851138409,0.6562899999999999,tr|D6REF7|D6REF7_MOUSE Sphingosine-1-phosphate lyase 1
268,sp|Q8VC16|LRC14_MOUSE,-4.038823000000002,7.468996809059602,0.6562899999999999,Leucine-rich repeat-containing protein 14
269,sp|Q8K0C1|IPO13_MOUSE,-3.931904,8.204147125212847,0.67504,Importin-13
270,sp|P28658|ATX10_MOUSE,-3.88687,8.179379417881757,0.68188,Ataxin-10
271,sp|Q9WUM5|SUCA_MOUSE,-3.850301,8.907513472471777,0.68824,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"
272,sp|Q8BFV2|PCID2_MOUSE,-3.848501,7.344176055196364,0.68824,PCI domain-containing protein 2
273,tr|A2AJ72|A2AJ72_MOUSE,-3.834971,7.79574797174963,0.68824,none
274,sp|P62908|RS3_MOUSE,3.826297,8.721018769094396,0.68824,40S ribosomal protein S3
275,sp|Q9D2G2|ODO2_MOUSE,3.825049,7.505760275920085,0.68824,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"
276,sp|Q9Z2X1|HNRPF_MOUSE,-3.816146,8.43892189391134,0.68824,Heterogeneous nuclear ribonucleoprotein F
277,sp|Q8BHL5|ELMO2_MOUSE,-3.815159,7.848558572123763,0.68824,Engulfment and cell motility protein 2
278,tr|F8WHZ7|F8WHZ7_MOUSE,-3.814901,7.269606330839479,0.68824,tr|F8WHZ7|F8WHZ7_MOUSE RNA N6-adenosine-methyltransferase METTL16
279,sp|Q3TYS2|CYBC1_MOUSE,-3.811122,7.15736609176227,0.68824,Cytochrome b-245 chaperone 1
280,sp|Q8CGZ0|CHERP_MOUSE,-3.805858,8.208656300507247,0.68824,Calcium homeostasis endoplasmic reticulum protein
281,sp|Q91V41|RAB14_MOUSE,3.796349,7.807074783896966,0.68824,Ras-related protein Rab-14
282,sp|P62274|RS29_MOUSE,3.778472,7.562518876736632,0.68824,40S ribosomal protein S29
283,tr|D3Z5I1|D3Z5I1_MOUSE,3.741193,7.440342241242651,0.68824,tr|D3Z5I1|D3Z5I1_MOUSE Zinc finger CCCH-type antiviral protein 1
284,tr|E9PYT3|E9PYT3_MOUSE,3.71834,7.990210057163542,0.68824,tr|E9PYT3|E9PYT3_MOUSE Atlastin-3
285,tr|D3Z286|D3Z286_MOUSE,-3.708554,7.543782557020339,0.68824,none
286,sp|P17095|HMGA1_MOUSE,3.669771,7.939289564923789,0.69213,High mobility group protein HMG-I/HMG-Y
287,sp|Q9R0E2|PLOD1_MOUSE,3.664901,7.673831570744718,0.69213,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
288,sp|Q56A10|ZN608_MOUSE,-3.661125,7.324035392913916,0.69213,Zinc finger protein 608
289,tr|F8VPY2|F8VPY2_MOUSE,-3.657301,6.594646643283831,0.69213,tr|F8VPY2|F8VPY2_MOUSE Transcription initiation factor TFIID subunit 5
290,tr|Q9DBX5|Q9DBX5_MOUSE,3.644345,7.272352240906794,0.69213,tr|Q9DBX5|Q9DBX5_MOUSE Phospholipase A2
291,tr|E9QMD3|E9QMD3_MOUSE,-3.635994,7.281941933440825,0.69213,tr|E9QMD3|E9QMD3_MOUSE Zinc finger homeobox protein 3
292,sp|Q8CI94|PYGB_MOUSE,-3.631746,8.647216654349606,0.69213,"Glycogen phosphorylase, brain form"
293,sp|Q99N57|RAF1_MOUSE,-3.5878309999999995,7.928180700289682,0.69548,RAF proto-oncogene serine/threonine-protein kinase
294,sp|Q3TQB2|FXRD1_MOUSE,-3.584542,7.154910645788523,0.69548,FAD-dependent oxidoreductase domain-containing protein 1
295,sp|Q8K310|MATR3_MOUSE,3.549142,7.96225091863264,0.69953,Matrin-3
296,tr|A2AU52|A2AU52_MOUSE,-3.528915,7.566296043551358,0.70236,tr|A2AU52|A2AU52_MOUSE COMM domain-containing protein 7
297,sp|Q91YT7|YTHD2_MOUSE,3.517686,7.880733583296229,0.70265,YTH domain-containing family protein 2
298,sp|Q6PCN7|HLTF_MOUSE,-3.5154370000000004,8.089905111439398,0.70265,Helicase-like transcription factor
299,sp|Q8BZ47|ZN609_MOUSE,-3.491196,8.962108775554162,0.70497,Zinc finger protein 609
300,tr|B7FAU9|B7FAU9_MOUSE,3.454514,8.512897756320646,0.71123,"tr|B7FAU9|B7FAU9_MOUSE Filamin, alpha"
301,sp|Q8BRH0|TMTC3_MOUSE,-3.435617,7.221935599828005,0.7136399999999999,Protein O-mannosyl-transferase TMTC3
302,tr|V9GXM7|V9GXM7_MOUSE,3.420999,7.285692301854088,0.71541,tr|V9GXM7|V9GXM7_MOUSE Meiosis-specific nuclear structural protein 1 (Fragment)
303,sp|Q6PFQ7|RASL2_MOUSE,-3.420548,7.839157393303836,0.71541,Ras GTPase-activating protein 4
304,sp|Q9JLB9|NECT3_MOUSE,3.415225,7.196369653167609,0.71541,Nectin-3
305,tr|E9Q2S7|E9Q2S7_MOUSE,-3.404046,6.564938152655192,0.71541,none
306,sp|O35646|CAN6_MOUSE,3.40145,6.953097358859428,0.71541,Calpain-6
307,sp|Q91YT8|CSCL1_MOUSE,-3.390385,7.558708570533166,0.71541,CSC1-like protein 1
308,tr|E9Q855|E9Q855_MOUSE,-3.3502910000000004,7.975854408042694,0.71939,tr|E9Q855|E9Q855_MOUSE Secretory carrier-associated membrane protein
309,tr|E9PYJ7|E9PYJ7_MOUSE,3.334935,7.640888707588621,0.72116,tr|E9PYJ7|E9PYJ7_MOUSE Membrane-associated phosphatidylinositol transfer protein 2
310,sp|Q99M28|RNPS1_MOUSE,3.296218,7.879245017120303,0.7288399999999999,RNA-binding protein with serine-rich domain 1
311,sp|Q3UL36|ARGL1_MOUSE,-3.276212,7.355700492781882,0.7317,Arginine and glutamate-rich protein 1
312,sp|Q9EP97|SENP3_MOUSE,-3.263812,7.915130626413841,0.73259,Sentrin-specific protease 3
313,tr|A0A087WP83|A0A087WP83_MOUSE,3.2487220000000003,7.569654763999852,0.73382,tr|A0A087WP83|A0A087WP83_MOUSE Vigilin
314,sp|Q9D1I6|RM14_MOUSE,-3.232748,7.093036252945163,0.7357100000000001,"39S ribosomal protein L14, mitochondrial"
315,sp|P07901|HS90A_MOUSE,3.191444,8.69100187891304,0.74484,Heat shock protein HSP 90-alpha
316,tr|A0A0R4J146|A0A0R4J146_MOUSE,3.166777,6.828608345169374,0.7502800000000001,tr|A0A0R4J146|A0A0R4J146_MOUSE 5-nucleotidase
317,tr|A0A2I3BPE9|A0A2I3BPE9_MOUSE,-3.162555,6.610990016444272,0.7502800000000001,none
318,tr|A0A1Y7VMH7|A0A1Y7VMH7_MOUSE,3.15878,7.652922887567942,0.7502800000000001,none
319,sp|Q99KI0|ACON_MOUSE,3.1547560000000003,7.482058517091312,0.7502800000000001,"Aconitate hydratase, mitochondrial"
320,sp|Q8BXZ1|TMX3_MOUSE,-3.1516740000000003,7.627345370520798,0.7502800000000001,Protein disulfide-isomerase TMX3
321,tr|R4H4V1|R4H4V1_MOUSE,-3.146828,7.640103625305096,0.7502800000000001,none
322,sp|P14131|RS16_MOUSE,3.1440900000000003,8.332074712247687,0.7502800000000001,40S ribosomal protein S16
323,tr|B2M1R6|B2M1R6_MOUSE,3.125913,8.117834518543747,0.7502800000000001,tr|B2M1R6|B2M1R6_MOUSE Heterogeneous nuclear ribonucleoprotein K
324,tr|F8WHN7|F8WHN7_MOUSE,-3.110328,8.157638064100917,0.7502800000000001,tr|F8WHN7|F8WHN7_MOUSE Runt-related transcription factor
325,sp|Q9ESP1|SDF2L_MOUSE,-3.023206,8.189911209692806,0.7693300000000001,Stromal cell-derived factor 2-like protein 1
326,sp|P61804|DAD1_MOUSE,-3.006616,8.806037447722519,0.77144,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1
327,sp|A2AH22|AMRA1_MOUSE,-3.002344,7.917321670081152,0.77144,Activating molecule in BECN1-regulated autophagy protein 1
328,sp|Q8C145|S39A6_MOUSE,3.000457,7.216192302363926,0.77144,Zinc transporter ZIP6
329,tr|H3BJH5|H3BJH5_MOUSE,-2.997844,8.059525552738691,0.77144,none
330,sp|O70152|DPM1_MOUSE,-2.99208,8.16660770308391,0.77144,Dolichol-phosphate mannosyltransferase subunit 1
331,tr|A0A338P6S3|A0A338P6S3_MOUSE,-2.9919130000000003,7.901855924744558,0.77144,tr|A0A338P6S3|A0A338P6S3_MOUSE Sphingomyelin phosphodiesterase 4
332,sp|O70472|TM131_MOUSE,-2.986823,8.153662453575496,0.77144,Transmembrane protein 131
333,sp|Q9ES00|UBE4B_MOUSE,-2.967539,7.44092481708748,0.77144,Ubiquitin conjugation factor E4 B
334,sp|Q8BXC6|COMD2_MOUSE,-2.953913,7.6449602172948365,0.77144,COMM domain-containing protein 2
335,sp|Q9R1Q6|T176B_MOUSE,2.95303,6.447437130951035,0.77144,Transmembrane protein 176B
336,sp|Q99K41|EMIL1_MOUSE,-2.95043,6.73961980573443,0.77144,EMILIN-1
337,sp|Q8BH74|NU107_MOUSE,-2.945,7.591187083070457,0.77144,Nuclear pore complex protein Nup107
338,sp|Q8BYL4|SYYM_MOUSE,2.94002,7.37524283026077,0.77144,"Tyrosine--tRNA ligase, mitochondrial"
339,tr|F6QKK2|F6QKK2_MOUSE,2.9310080000000003,7.944601099951267,0.77144,tr|F6QKK2|F6QKK2_MOUSE ADP-ribosylation factor-like protein 8A (Fragment)
340,tr|E9QKZ2|E9QKZ2_MOUSE,-2.9280470000000003,7.952201361762831,0.77144,tr|E9QKZ2|E9QKZ2_MOUSE Importin-9
341,tr|E9QA63|E9QA63_MOUSE,2.921464,6.570939694413743,0.77144,tr|E9QA63|E9QA63_MOUSE Microtubule-actin cross-linking factor 1
342,sp|P05064|ALDOA_MOUSE,2.915172,8.341078237211443,0.77144,Fructose-bisphosphate aldolase A
343,sp|Q9CQR4|ACO13_MOUSE,2.894037,7.678973375919766,0.77144,Acyl-coenzyme A thioesterase 13
344,tr|A0A2I3BS49|A0A2I3BS49_MOUSE,-2.873646,8.30438280248907,0.77217,none
345,tr|A0A0R4J291|A0A0R4J291_MOUSE,-2.856653,8.248046869358662,0.77564,"tr|A0A0R4J291|A0A0R4J291_MOUSE FAST kinase domain-containing protein 5, mitochondrial"
346,sp|O35654|DPOD2_MOUSE,-2.853389,8.508112056839824,0.77564,DNA polymerase delta subunit 2
347,sp|Q9JHS4|CLPX_MOUSE,-2.834248,8.150265086978704,0.7780699999999999,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"
348,sp|Q9WV55|VAPA_MOUSE,2.832118,8.18971484232368,0.7780699999999999,Vesicle-associated membrane protein-associated protein A
349,sp|O88492|PLIN4_MOUSE,2.829729,7.0415111129593235,0.7780699999999999,Perilipin-4
350,sp|Q9CWS4|INT11_MOUSE,-2.789806,8.002338880892056,0.7849,Integrator complex subunit 11
351,sp|Q91ZD4|VANG2_MOUSE,2.764755,6.951779361049156,0.79091,Vang-like protein 2
352,tr|A2BG76|A2BG76_MOUSE,-2.752729,8.439963935920904,0.79238,none
353,sp|Q9DBR1|XRN2_MOUSE,-2.736999,7.5172222980279075,0.79579,5-3 exoribonuclease 2
354,tr|E9QMU1|E9QMU1_MOUSE,-2.71665,6.628378711236398,0.80011,tr|E9QMU1|E9QMU1_MOUSE Kinesin-like protein KIF7
355,sp|Q5XKN4|JAGN1_MOUSE,-2.710882,7.109038295574381,0.80011,Protein jagunal homolog 1
356,sp|Q6S7F2|E2F7_MOUSE,-2.707662,7.388420940661169,0.80011,Transcription factor E2F7
357,tr|A0A0R4J1N8|A0A0R4J1N8_MOUSE,-2.70345,6.937216890862706,0.80011,tr|A0A0R4J1N8|A0A0R4J1N8_MOUSE Retinol dehydrogenase 13
358,sp|P61027|RAB10_MOUSE,2.685791,7.480711021908802,0.8016399999999999,Ras-related protein Rab-10
359,sp|Q8R1S9|S38A4_MOUSE,-2.683154,6.725372511421452,0.8016399999999999,Sodium-coupled neutral amino acid transporter 4
360,sp|Q6DFV3|RHG21_MOUSE,-2.667979,5.90696501215282,0.80357,Rho GTPase-activating protein 21
361,sp|Q76MZ3|2AAA_MOUSE,2.666384,7.340007617996673,0.80357,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
362,tr|D3Z5M4|D3Z5M4_MOUSE,2.651966,6.787991505131025,0.80477,none
363,sp|D3YXK1|SAMD1_MOUSE,-2.648959,7.443622794157005,0.80477,Atherin
364,sp|Q8R1F1|NIBA2_MOUSE,2.637725,6.798933638657148,0.80504,Protein Niban 2
365,sp|Q7TMB8|CYFP1_MOUSE,2.6343810000000003,8.010681493131443,0.80504,Cytoplasmic FMR1-interacting protein 1
366,sp|Q9D1M0|SEC13_MOUSE,2.627697,7.914966908110492,0.80504,Protein SEC13 homolog
367,sp|Q8CE33|KLH11_MOUSE,-2.6246150000000004,7.144418518602069,0.80504,Kelch-like protein 11
368,sp|Q9WUU9|GANP_MOUSE,-2.609906,8.957262395986016,0.80585,Germinal-center associated nuclear protein
369,sp|Q8BG67|EFR3A_MOUSE,2.602872,6.8661218620458415,0.80585,Protein EFR3 homolog A
370,sp|Q01853|TERA_MOUSE,2.582453,7.376649941592757,0.81,Transitional endoplasmic reticulum ATPase
371,sp|Q9WUP4|PORED_MOUSE,2.579967,7.368007805221175,0.81,Polyprenol reductase
372,sp|Q921U8|SMTN_MOUSE,-2.56958,7.924175870301921,0.81029,Smoothelin
373,sp|Q8VHY0|CSPG4_MOUSE,2.563331,8.636487896353366,0.81083,Chondroitin sulfate proteoglycan 4
374,sp|Q8BGQ7|SYAC_MOUSE,-2.56263,7.632882267597586,0.81083,"Alanine--tRNA ligase, cytoplasmic"
375,sp|Q9R059|FHL3_MOUSE,-2.5487990000000003,7.649656078856173,0.81114,Four and a half LIM domains protein 3
376,sp|Q9Z2I9|SUCB1_MOUSE,-2.544028,8.756993436522318,0.81114,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"
377,sp|Q91WK2|EIF3H_MOUSE,2.542665,6.862584527170188,0.81114,Eukaryotic translation initiation factor 3 subunit H
378,sp|Q60692|PSB6_MOUSE,-2.538778,7.3272362927470995,0.81114,Proteasome subunit beta type-6
379,sp|Q9CU62|SMC1A_MOUSE,-2.5131490000000003,8.152074202768228,0.8157399999999999,Structural maintenance of chromosomes protein 1A
380,sp|P27546|MAP4_MOUSE,2.511177,7.38006645275147,0.8157399999999999,Microtubule-associated protein 4
381,tr|A2AUR7|A2AUR7_MOUSE,2.51025,7.036069700697702,0.8157399999999999,tr|A2AUR7|A2AUR7_MOUSE Ras suppressor protein 1
382,sp|P53986|MOT1_MOUSE,-2.508409,9.037864555774375,0.8157399999999999,Monocarboxylate transporter 1
383,sp|P12382|PFKAL_MOUSE,-2.491211,8.619468999864173,0.8157399999999999,"ATP-dependent 6-phosphofructokinase, liver type"
384,sp|P26443|DHE3_MOUSE,-2.470351,8.495363922177573,0.8195600000000001,"Glutamate dehydrogenase 1, mitochondrial"
385,sp|A2AAE1|K1109_MOUSE,2.460882,6.903892689512359,0.8206200000000001,Transmembrane protein KIAA1109
386,sp|Q8CJG0|AGO2_MOUSE,-2.441477,9.375078064726614,0.8257399999999999,Protein argonaute-2
387,sp|Q9Z2Z6|MCAT_MOUSE,-2.440345,7.732618891191977,0.8257399999999999,Mitochondrial carnitine/acylcarnitine carrier protein
388,sp|Q60855|RIPK1_MOUSE,-2.437615,7.672485777576998,0.8257399999999999,Receptor-interacting serine/threonine-protein kinase 1
389,sp|P47738|ALDH2_MOUSE,-2.436023,7.681530670563176,0.8257399999999999,"Aldehyde dehydrogenase, mitochondrial"
390,sp|Q91YM4|FAKD4_MOUSE,-2.42006,7.921067099376002,0.82588,FAST kinase domain-containing protein 4
391,sp|B2RX14|TUT4_MOUSE,2.412703,7.11132973670415,0.8268399999999999,Terminal uridylyltransferase 4
392,sp|Q8K3G5|VRK3_MOUSE,-2.410048,8.10009471501499,0.8268399999999999,Inactive serine/threonine-protein kinase VRK3
393,tr|E9QNH6|E9QNH6_MOUSE,-2.39968,7.552972237463008,0.82706,tr|E9QNH6|E9QNH6_MOUSE Unconventional myosin-Ib
394,sp|B2RY56|RBM25_MOUSE,-2.382668,8.061226225119116,0.8313200000000001,RNA-binding protein 25
395,sp|P17809|GTR1_MOUSE,2.380259,8.388704955700739,0.8313200000000001,"Solute carrier family 2, facilitated glucose transporter member 1"
396,sp|Q8K0C9|GMDS_MOUSE,-2.377773,8.05307844348342,0.8313200000000001,"GDP-mannose 4,6 dehydratase"
397,sp|Q91VT4|CBR4_MOUSE,-2.367006,7.360839456683622,0.8313200000000001,Carbonyl reductase family member 4
398,sp|Q9D172|GAL3A_MOUSE,-2.363392,7.822141916261777,0.8313200000000001,"Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial"
399,tr|Q3TMX0|Q3TMX0_MOUSE,2.347886,6.986261026152793,0.8335299999999999,tr|Q3TMX0|Q3TMX0_MOUSE Syntenin-1
400,sp|Q9DBL1|ACDSB_MOUSE,-2.344104,7.7249636405012865,0.8335299999999999,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
401,tr|Q8R0J2|Q8R0J2_MOUSE,-2.343278,7.882843169283849,0.8335299999999999,tr|Q8R0J2|Q8R0J2_MOUSE Mannose-P-dolichol utilization defect 1 protein
402,tr|A2AS45|A2AS45_MOUSE,-2.341511,8.81416099464004,0.8335299999999999,tr|A2AS45|A2AS45_MOUSE Plakophilin-4
403,sp|Q9ESX5|DKC1_MOUSE,2.3378970000000003,7.18366835736002,0.8335299999999999,H/ACA ribonucleoprotein complex subunit DKC1
404,sp|P62702|RS4X_MOUSE,2.333594,8.498958065786384,0.8335299999999999,"40S ribosomal protein S4, X isoform"
405,tr|Q8VCV2|Q8VCV2_MOUSE,-2.330514,7.569853592689579,0.8335299999999999,tr|Q8VCV2|Q8VCV2_MOUSE Ndrg3 protein
406,sp|Q9CQD1|RAB5A_MOUSE,-2.308704,7.547171441563497,0.8341,Ras-related protein Rab-5A
407,sp|P54729|NUB1_MOUSE,-2.307961,6.910683089367623,0.8341,NEDD8 ultimate buster 1
408,sp|Q3UHU5|MTCL1_MOUSE,-2.30131,6.219034106144804,0.8341,Microtubule cross-linking factor 1
409,tr|G5E8N7|G5E8N7_MOUSE,-2.296392,8.237216889008002,0.8341,tr|G5E8N7|G5E8N7_MOUSE Bifunctional polynucleotide phosphatase/kinase
410,sp|Q8BWY7|S39AB_MOUSE,2.291024,7.4905904870288325,0.8341,Zinc transporter ZIP11
411,tr|G5E924|G5E924_MOUSE,2.28888,7.737606059663041,0.8341,tr|G5E924|G5E924_MOUSE Heterogeneous nuclear ribonucleoprotein L (Fragment)
412,tr|E9PWB1|E9PWB1_MOUSE,-2.287304,8.517446633919386,0.8341,tr|E9PWB1|E9PWB1_MOUSE Pleckstrin homology-like domain family B member 1
413,tr|A2AMY5|A2AMY5_MOUSE,-2.286748,7.892923425128584,0.8341,tr|A2AMY5|A2AMY5_MOUSE Ubiquitin-associated protein 2
414,sp|Q61024|ASNS_MOUSE,2.281699,7.896867786913589,0.8341,Asparagine synthetase [glutamine-hydrolyzing]
415,sp|P53995|APC1_MOUSE,-2.2813950000000003,8.028733879349335,0.8341,Anaphase-promoting complex subunit 1
416,tr|Q6NZR5|Q6NZR5_MOUSE,-2.281317,7.404303348457783,0.8341,none
417,sp|P83887|TBG1_MOUSE,-2.266413,8.836887193801923,0.8341,Tubulin gamma-1 chain
418,sp|P45952|ACADM_MOUSE,-2.264872,7.815790195182804,0.8341,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
419,sp|P48678|LMNA_MOUSE,-2.250274,10.595738653604773,0.8341,Prelamin-A/C
420,tr|A0A1L1SSV8|A0A1L1SSV8_MOUSE,-2.244716,6.822200781034529,0.8341,none
421,tr|A0A0G2JFV3|A0A0G2JFV3_MOUSE,2.217795,8.27669152884504,0.8376100000000001,none
422,sp|E9PVB5|TTC17_MOUSE,-2.215729,7.329397879361043,0.8376100000000001,Tetratricopeptide repeat protein 17
423,tr|A0A1D5RMC1|A0A1D5RMC1_MOUSE,2.192293,7.141512482877423,0.8436100000000001,tr|A0A1D5RMC1|A0A1D5RMC1_MOUSE Dynein light intermediate chain (Fragment)
424,sp|Q8BL06|UBP54_MOUSE,-2.189939,8.148941814902912,0.8436100000000001,Inactive ubiquitin carboxyl-terminal hydrolase 54
425,tr|Q91YZ8|Q91YZ8_MOUSE,-2.1894430000000003,7.967674315071443,0.8436100000000001,none
426,sp|Q6ZQ29|TAOK2_MOUSE,-2.184401,7.675915754895261,0.8436100000000001,Serine/threonine-protein kinase TAO2
427,sp|Q9R1J0|NSDHL_MOUSE,-2.182962,8.871105700985586,0.8436100000000001,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"
428,sp|Q60932|VDAC1_MOUSE,-2.173446,8.58299461892388,0.8436100000000001,Voltage-dependent anion-selective channel protein 1
429,sp|P43276|H15_MOUSE,-2.171537,9.14680996277587,0.8436100000000001,Histone H1.5
430,sp|O54774|AP3D1_MOUSE,-2.151937,6.560826880071928,0.84552,AP-3 complex subunit delta-1
431,sp|P97929|BRCA2_MOUSE,2.131587,6.828762980913184,0.8514799999999999,Breast cancer type 2 susceptibility protein homolog
432,tr|A0A0J9YV86|A0A0J9YV86_MOUSE,2.1057330000000003,6.38936102996373,0.8603200000000001,none
433,tr|Q80ZJ2|Q80ZJ2_MOUSE,2.102259,7.116474911908331,0.8603200000000001,tr|Q80ZJ2|Q80ZJ2_MOUSE Inositol-1-monophosphatase
434,tr|V9GXA5|V9GXA5_MOUSE,-2.094795,7.496292954006043,0.8609700000000001,none
435,sp|Q01768|NDKB_MOUSE,-2.085155,7.8423033786323035,0.86287,Nucleoside diphosphate kinase B
