Gene_acc,Gene_id,srank,Intensity,FDR,Desc,desc2,ids2
269,sp|Q80X95|RRAGA_MOUSE,5.039411,7.023705042622037,0.48793,Ras-related GTP-binding protein A,sp|Q80X95|RRAGA_MOUSE Ras-related GTP-binding protein A OS=Mus musculus OX=10090 GN=Rraga PE=1 SV=1;tr|G3UYP1|G3UYP1_MOUSE Ras-related GTP-binding protein (Fragment) OS=Mus musculus OX=10090 GN=Rragb PE=1 SV=1;sp|Q6NTA4|RRAGB_MOUSE Ras-related GTP-binding ,sp|Q80X95|RRAGA_MOUSE;tr|G3UYP1|G3UYP1_MOUSE;sp|Q6NTA4|RRAGB_MOUSE
270,tr|A0A0R4J0I9|A0A0R4J0I9_MOUSE,5.028497,7.40270834669195,0.48793,tr|A0A0R4J0I9|A0A0R4J0I9_MOUSE Prolow-density lipoprotein receptor-related protein 1,tr|A0A0R4J0I9|A0A0R4J0I9_MOUSE Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1;sp|Q91ZX7|LRP1_MOUSE Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1,tr|A0A0R4J0I9|A0A0R4J0I9_MOUSE;sp|Q91ZX7|LRP1_MOUSE
271,tr|A1BN54|A1BN54_MOUSE,-4.984335,7.1654224008145695,0.4911,tr|A1BN54|A1BN54_MOUSE Alpha actinin 1a,tr|A1BN54|A1BN54_MOUSE Alpha actinin 1a OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1;sp|Q7TPR4|ACTN1_MOUSE Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1,tr|A1BN54|A1BN54_MOUSE;sp|Q7TPR4|ACTN1_MOUSE;tr|E9Q2W9|E9Q2W9_MOUSE;sp|Q9JI91|ACTN2_MOUSE;sp|P57780|ACTN4_MOUSE;tr|A0A1L1SV25|A0A1L1SV25_MOUSE
272,sp|Q6P3A8|ODBB_MOUSE,-4.981082,7.773274348337454,0.4911,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",sp|Q6P3A8|ODBB_MOUSE 2-oxoisovalerate dehydrogenase subunit beta  mitochondrial OS=Mus musculus OX=10090 GN=Bckdhb PE=1 SV=2,sp|Q6P3A8|ODBB_MOUSE
273,sp|Q3TJZ6|FA98A_MOUSE,4.977937,7.600253919030564,0.4911,Protein FAM98A,sp|Q3TJZ6|FA98A_MOUSE Protein FAM98A OS=Mus musculus OX=10090 GN=Fam98a PE=1 SV=1;tr|A0A3Q4EBV4|A0A3Q4EBV4_MOUSE Protein FAM98A OS=Mus musculus OX=10090 GN=Fam98a PE=1 SV=1,sp|Q3TJZ6|FA98A_MOUSE;tr|A0A3Q4EBV4|A0A3Q4EBV4_MOUSE
274,sp|P62192|PRS4_MOUSE,4.9652059999999985,7.983968897333761,0.4911,26S proteasome regulatory subunit 4,sp|P62192|PRS4_MOUSE 26S proteasome regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmc1 PE=1 SV=1,sp|P62192|PRS4_MOUSE
275,sp|Q8BXJ2|TREF1_MOUSE,-4.95789,8.179379417881757,0.4911,Transcriptional-regulating factor 1,sp|Q8BXJ2|TREF1_MOUSE Transcriptional-regulating factor 1 OS=Mus musculus OX=10090 GN=Trerf1 PE=1 SV=1,sp|Q8BXJ2|TREF1_MOUSE
276,sp|Q99L43|CDS2_MOUSE,-4.92266,7.966507794308685,0.4911,Phosphatidate cytidylyltransferase 2,sp|Q99L43|CDS2_MOUSE Phosphatidate cytidylyltransferase 2 OS=Mus musculus OX=10090 GN=Cds2 PE=1 SV=1;tr|A2AMQ5|A2AMQ5_MOUSE Phosphatidate cytidylyltransferase OS=Mus musculus OX=10090 GN=Cds2 PE=1 SV=1;tr|Q6PBC0|Q6PBC0_MOUSE Cds2 protein OS=Mus musculus OX,sp|Q99L43|CDS2_MOUSE;tr|A2AMQ5|A2AMQ5_MOUSE;tr|Q6PBC0|Q6PBC0_MOUSE;tr|F6S4G2|F6S4G2_MOUSE
277,sp|Q8BP71|RFOX2_MOUSE,-4.918319,8.866854210735118,0.4911,RNA binding protein fox-1 homolog 2,sp|Q8BP71|RFOX2_MOUSE RNA binding protein fox-1 homolog 2 OS=Mus musculus OX=10090 GN=Rbfox2 PE=1 SV=2;tr|A0A2I3BR20|A0A2I3BR20_MOUSE RNA-binding protein fox-1 homolog 2 (Fragment) OS=Mus musculus OX=10090 GN=Rbfox2 PE=1 SV=1;tr|A0A2I3BRA9|A0A2I3BRA9_MOUSE,sp|Q8BP71|RFOX2_MOUSE;tr|A0A2I3BR20|A0A2I3BR20_MOUSE;tr|A0A2I3BRA9|A0A2I3BRA9_MOUSE;tr|A0A2I3BRU6|A0A2I3BRU6_MOUSE;tr|A0A2K6EDK7|A0A2K6EDK7_MOUSE;tr|A0A2R8W6K5|A0A2R8W6K5_MOUSE;tr|A0A2R8VI79|A0A2R8VI79_MOUSE;tr|A0A2R8VK79|A0A2R8VK79_MOUSE;sp|Q9JJ43|RFOX1_MOUSE;tr|A2A4W9|A2A4W9_MOUSE;sp|Q8BIF2|RFOX3_MOUSE;tr|B7ZC11|B7ZC11_MOUSE
278,sp|Q9JKJ9|CP39A_MOUSE,-4.8453610000000005,7.513763455468749,0.49896,24-hydroxycholesterol 7-alpha-hydroxylase,sp|Q9JKJ9|CP39A_MOUSE 24-hydroxycholesterol 7-alpha-hydroxylase OS=Mus musculus OX=10090 GN=Cyp39a1 PE=1 SV=1;tr|A0A3B2WCK5|A0A3B2WCK5_MOUSE 24-hydroxycholesterol 7-alpha-hydroxylase OS=Mus musculus OX=10090 GN=Cyp39a1 PE=1 SV=1;tr|A0A3B2W4C8|A0A3B2W4C8_MO,sp|Q9JKJ9|CP39A_MOUSE;tr|A0A3B2WCK5|A0A3B2WCK5_MOUSE;tr|A0A3B2W4C8|A0A3B2W4C8_MOUSE
279,sp|P67871|CSK2B_MOUSE,-4.821469,7.720010376909017,0.50061,Casein kinase II subunit beta,sp|P67871|CSK2B_MOUSE Casein kinase II subunit beta OS=Mus musculus OX=10090 GN=Csnk2b PE=1 SV=1;tr|G3UWU5|G3UWU5_MOUSE Casein kinase II subunit beta (Fragment) OS=Mus musculus OX=10090 GN=Csnk2b PE=1 SV=1;tr|G3UZA4|G3UZA4_MOUSE Casein kinase II subunit be,sp|P67871|CSK2B_MOUSE;tr|G3UWU5|G3UWU5_MOUSE;tr|G3UZA4|G3UZA4_MOUSE;tr|G3UXG7|G3UXG7_MOUSE;tr|G3UXU2|G3UXU2_MOUSE;tr|G3UZJ5|G3UZJ5_MOUSE;tr|G3UZX4|G3UZX4_MOUSE
280,sp|Q9R1B9|SLIT2_MOUSE,-4.793755,8.10615688696684,0.5028100000000001,Slit homolog 2 protein,sp|Q9R1B9|SLIT2_MOUSE Slit homolog 2 protein OS=Mus musculus OX=10090 GN=Slit2 PE=2 SV=2;tr|G3UY21|G3UY21_MOUSE Slit homolog 2 protein OS=Mus musculus OX=10090 GN=Slit2 PE=1 SV=1;tr|A0A140T8T2|A0A140T8T2_MOUSE Slit homolog 2 protein OS=Mus musculus OX=1009,sp|Q9R1B9|SLIT2_MOUSE;tr|G3UY21|G3UY21_MOUSE;tr|A0A140T8T2|A0A140T8T2_MOUSE;tr|G3UYX7|G3UYX7_MOUSE;tr|G3X909|G3X909_MOUSE;tr|G3UZ61|G3UZ61_MOUSE;tr|G3UWQ3|G3UWQ3_MOUSE;tr|G3UZW0|G3UZW0_MOUSE
281,sp|Q60987|FOXG1_MOUSE,-4.7731309999999985,7.443669703496398,0.5039399999999999,Forkhead box protein G1,sp|Q60987|FOXG1_MOUSE Forkhead box protein G1 OS=Mus musculus OX=10090 GN=Foxg1 PE=1 SV=1,sp|Q60987|FOXG1_MOUSE;sp|Q61850|FOXC2_MOUSE
282,sp|Q99KV1|DJB11_MOUSE,-4.759231,9.075546961392531,0.50431,DnaJ homolog subfamily B member 11,sp|Q99KV1|DJB11_MOUSE DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1,sp|Q99KV1|DJB11_MOUSE;tr|A0A338P778|A0A338P778_MOUSE
283,sp|Q8BKE6|CP20A_MOUSE,-4.756387,8.54435334413586,0.50431,Cytochrome P450 20A1,sp|Q8BKE6|CP20A_MOUSE Cytochrome P450 20A1 OS=Mus musculus OX=10090 GN=Cyp20a1 PE=1 SV=1,sp|Q8BKE6|CP20A_MOUSE
284,sp|P35564|CALX_MOUSE,4.753576,7.925590528376495,0.50431,Calnexin,sp|P35564|CALX_MOUSE Calnexin OS=Mus musculus OX=10090 GN=Canx PE=1 SV=1,sp|P35564|CALX_MOUSE
285,sp|Q9CZU4|ERAL1_MOUSE,-4.742987,7.835316346446344,0.50431,"GTPase Era, mitochondrial",sp|Q9CZU4|ERAL1_MOUSE GTPase Era  mitochondrial OS=Mus musculus OX=10090 GN=Eral1 PE=2 SV=1,sp|Q9CZU4|ERAL1_MOUSE
286,sp|P15864|H12_MOUSE,-4.684553,9.589111464400595,0.50756,Histone H1.2,sp|P15864|H12_MOUSE Histone H1.2 OS=Mus musculus OX=10090 GN=H1-2 PE=1 SV=2,sp|P15864|H12_MOUSE;sp|Q07133|H1T_MOUSE;tr|I7HFT9|I7HFT9_MOUSE
287,tr|H7BX95|H7BX95_MOUSE,-4.676599,7.664538559796164,0.50756,tr|H7BX95|H7BX95_MOUSE Serine/arginine-rich-splicing factor 1,tr|H7BX95|H7BX95_MOUSE Serine/arginine-rich-splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=1;sp|Q6PDM2|SRSF1_MOUSE Serine/arginine-rich splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=3,tr|H7BX95|H7BX95_MOUSE;sp|Q6PDM2|SRSF1_MOUSE;tr|F7AI47|F7AI47_MOUSE
288,sp|Q91XV3|BASP1_MOUSE,4.66575,7.598013113465622,0.50756,Brain acid soluble protein 1,sp|Q91XV3|BASP1_MOUSE Brain acid soluble protein 1 OS=Mus musculus OX=10090 GN=Basp1 PE=1 SV=3,sp|Q91XV3|BASP1_MOUSE
289,sp|P09411|PGK1_MOUSE,4.648752,7.913527759366859,0.50756,Phosphoglycerate kinase 1,sp|P09411|PGK1_MOUSE Phosphoglycerate kinase 1 OS=Mus musculus OX=10090 GN=Pgk1 PE=1 SV=4;tr|S4R2M7|S4R2M7_MOUSE Phosphoglycerate kinase OS=Mus musculus OX=10090 GN=Pgk1 PE=1 SV=1,sp|P09411|PGK1_MOUSE;tr|S4R2M7|S4R2M7_MOUSE;sp|P09041|PGK2_MOUSE
290,sp|Q91X84|CRTC3_MOUSE,-4.640625,9.150203628762808,0.50756,CREB-regulated transcription coactivator 3,sp|Q91X84|CRTC3_MOUSE CREB-regulated transcription coactivator 3 OS=Mus musculus OX=10090 GN=Crtc3 PE=1 SV=2,sp|Q91X84|CRTC3_MOUSE;tr|F6Y626|F6Y626_MOUSE;tr|F6UMS9|F6UMS9_MOUSE
291,sp|Q9DC23|DJC10_MOUSE,-4.6136940000000015,8.014898386946205,0.50997,DnaJ homolog subfamily C member 10,sp|Q9DC23|DJC10_MOUSE DnaJ homolog subfamily C member 10 OS=Mus musculus OX=10090 GN=Dnajc10 PE=1 SV=2,sp|Q9DC23|DJC10_MOUSE
292,tr|A0A1L1ST61|A0A1L1ST61_MOUSE,-4.59302,7.882547305089792,0.51177,none,tr|A0A1L1ST61|A0A1L1ST61_MOUSE HIG1 domain family member 1A  mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Higd1a PE=1 SV=1;tr|A0A1L1SV00|A0A1L1SV00_MOUSE HIG1 domain family member 1A  mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Higd1a PE=1,tr|A0A1L1ST61|A0A1L1ST61_MOUSE;tr|A0A1L1SV00|A0A1L1SV00_MOUSE;sp|Q9JLR9|HIG1A_MOUSE;tr|Q8R472|Q8R472_MOUSE;tr|A0A1L1SR69|A0A1L1SR69_MOUSE
293,tr|B1AU25|B1AU25_MOUSE,-4.592551,8.637739827119136,0.51177,"tr|B1AU25|B1AU25_MOUSE Apoptosis-inducing factor 1, mitochondrial",tr|B1AU25|B1AU25_MOUSE Apoptosis-inducing factor 1  mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1;sp|Q9Z0X1|AIFM1_MOUSE Apoptosis-inducing factor 1  mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1,tr|B1AU25|B1AU25_MOUSE;sp|Q9Z0X1|AIFM1_MOUSE
294,sp|Q9D023|MPC2_MOUSE,-4.589123000000002,8.119156874690304,0.51177,Mitochondrial pyruvate carrier 2,sp|Q9D023|MPC2_MOUSE Mitochondrial pyruvate carrier 2 OS=Mus musculus OX=10090 GN=Mpc2 PE=1 SV=1,sp|Q9D023|MPC2_MOUSE;tr|A0A0A6YY89|A0A0A6YY89_MOUSE;sp|G5E869|ZN142_MOUSE
295,tr|Q9DBX5|Q9DBX5_MOUSE,4.565583,7.272352240906794,0.51177,tr|Q9DBX5|Q9DBX5_MOUSE Phospholipase A2,tr|Q9DBX5|Q9DBX5_MOUSE Phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g4a PE=1 SV=1;sp|P47713|PA24A_MOUSE Cytosolic phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g4a PE=1 SV=1,tr|Q9DBX5|Q9DBX5_MOUSE;sp|P47713|PA24A_MOUSE
296,sp|P48678|LMNA_MOUSE,-4.554563,10.595738653604773,0.51177,Prelamin-A/C,sp|P48678|LMNA_MOUSE Prelamin-A/C OS=Mus musculus OX=10090 GN=Lmna PE=1 SV=2,sp|P48678|LMNA_MOUSE;tr|D3YUF7|D3YUF7_MOUSE;sp|P21619|LMNB2_MOUSE;tr|A0A0R4J0Q5|A0A0R4J0Q5_MOUSE
297,sp|Q99K41|EMIL1_MOUSE,-4.542504,6.73961980573443,0.51177,EMILIN-1,sp|Q99K41|EMIL1_MOUSE EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1,sp|Q99K41|EMIL1_MOUSE
298,sp|P52875|TM165_MOUSE,-4.507281,7.892940096595124,0.51388,Transmembrane protein 165,sp|P52875|TM165_MOUSE Transmembrane protein 165 OS=Mus musculus OX=10090 GN=Tmem165 PE=1 SV=2;tr|D3YV67|D3YV67_MOUSE GDT1 family protein (Fragment) OS=Mus musculus OX=10090 GN=Tmem165 PE=1 SV=1,sp|P52875|TM165_MOUSE;tr|D3YV67|D3YV67_MOUSE
299,sp|P62869|ELOB_MOUSE,-4.486818,8.17638069224327,0.51517,Elongin-B,sp|P62869|ELOB_MOUSE Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1;tr|A0A3B2WBM3|A0A3B2WBM3_MOUSE Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1,sp|P62869|ELOB_MOUSE;tr|A0A3B2WBM3|A0A3B2WBM3_MOUSE
300,tr|A2AL85|A2AL85_MOUSE,-4.480423,7.999465488995561,0.51517,tr|A2AL85|A2AL85_MOUSE Aspartyl/asparaginyl beta-hydroxylase,tr|A2AL85|A2AL85_MOUSE Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1;sp|Q8BSY0|ASPH_MOUSE Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1;tr|Q8CBM2|Q8CBM2_MOUSE Aspartyl/asparaginyl beta-h,tr|A2AL85|A2AL85_MOUSE;sp|Q8BSY0|ASPH_MOUSE;tr|Q8CBM2|Q8CBM2_MOUSE;tr|A2AL83|A2AL83_MOUSE;tr|A2AL79|A2AL79_MOUSE;tr|Q6P8S1|Q6P8S1_MOUSE;tr|A2AL78|A2AL78_MOUSE;tr|Q3TU40|Q3TU40_MOUSE;tr|A2AL81|A2AL81_MOUSE;tr|A2AL71|A2AL71_MOUSE;tr|A2AL77|A2AL77_MOUSE;tr|Q9CR06|Q9CR06_MOUSE;tr|A2AL74|A2AL74_MOUSE;tr|A2AL76|A2AL76_MOUSE;tr|A2AL75|A2AL75_MOUSE
301,tr|A0A2C9F2D2|A0A2C9F2D2_MOUSE,4.467683,7.028937077070678,0.51517,tr|A0A2C9F2D2|A0A2C9F2D2_MOUSE Annexin,tr|A0A2C9F2D2|A0A2C9F2D2_MOUSE Annexin OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=1;sp|Q07076|ANXA7_MOUSE Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2,tr|A0A2C9F2D2|A0A2C9F2D2_MOUSE;sp|Q07076|ANXA7_MOUSE;tr|A0A286YCW4|A0A286YCW4_MOUSE
302,sp|P70168|IMB1_MOUSE,4.450417,8.061527870890508,0.51535,Importin subunit beta-1,sp|P70168|IMB1_MOUSE Importin subunit beta-1 OS=Mus musculus OX=10090 GN=Kpnb1 PE=1 SV=2,sp|P70168|IMB1_MOUSE
303,sp|Q8BV57|SRCRL_MOUSE,-4.444376,8.058122215782914,0.51535,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,sp|Q8BV57|SRCRL_MOUSE Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Mus musculus OX=10090 GN=Ssc5d PE=1 SV=1,sp|Q8BV57|SRCRL_MOUSE
304,tr|E9PYJ6|E9PYJ6_MOUSE,-4.432747,6.880699289218701,0.51535,tr|E9PYJ6|E9PYJ6_MOUSE Focadhesin,tr|E9PYJ6|E9PYJ6_MOUSE Focadhesin OS=Mus musculus OX=10090 GN=Focad PE=1 SV=1;sp|A2AKG8|FOCAD_MOUSE Focadhesin OS=Mus musculus OX=10090 GN=Focad PE=1 SV=1,tr|E9PYJ6|E9PYJ6_MOUSE;sp|A2AKG8|FOCAD_MOUSE
305,tr|B2RXT3|B2RXT3_MOUSE,-4.422723,8.171346096687177,0.51535,none,tr|B2RXT3|B2RXT3_MOUSE Ogdhl protein OS=Mus musculus OX=10090 GN=Ogdhl PE=1 SV=1;tr|E9Q7L0|E9Q7L0_MOUSE Oxoglutarate dehydrogenase-like OS=Mus musculus OX=10090 GN=Ogdhl PE=1 SV=1,tr|B2RXT3|B2RXT3_MOUSE;tr|E9Q7L0|E9Q7L0_MOUSE
306,sp|Q9CWT6|DDX28_MOUSE,-4.405449,7.407764695761827,0.51535,Probable ATP-dependent RNA helicase DDX28,sp|Q9CWT6|DDX28_MOUSE Probable ATP-dependent RNA helicase DDX28 OS=Mus musculus OX=10090 GN=Ddx28 PE=2 SV=2,sp|Q9CWT6|DDX28_MOUSE
307,tr|A0A0G2JG95|A0A0G2JG95_MOUSE,4.38522,7.562982428508112,0.51705,"tr|A0A0G2JG95|A0A0G2JG95_MOUSE Serine/threonine-protein phosphatase PGAM5, mitochondrial (Fragment)",tr|A0A0G2JG95|A0A0G2JG95_MOUSE Serine/threonine-protein phosphatase PGAM5  mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Pgam5 PE=1 SV=1;sp|Q8BX10|PGAM5_MOUSE Serine/threonine-protein phosphatase PGAM5  mitochondrial OS=Mus musculus OX=10090 GN=Pgam,tr|A0A0G2JG95|A0A0G2JG95_MOUSE;sp|Q8BX10|PGAM5_MOUSE
308,sp|Q3TP92|CNEP1_MOUSE,4.368392,6.5496039884441215,0.51835,CTD nuclear envelope phosphatase 1,sp|Q3TP92|CNEP1_MOUSE CTD nuclear envelope phosphatase 1 OS=Mus musculus OX=10090 GN=Ctdnep1 PE=1 SV=2,sp|Q3TP92|CNEP1_MOUSE
309,sp|P14873|MAP1B_MOUSE,-4.363748,7.387496606935564,0.51835,Microtubule-associated protein 1B,sp|P14873|MAP1B_MOUSE Microtubule-associated protein 1B OS=Mus musculus OX=10090 GN=Map1b PE=1 SV=2,sp|P14873|MAP1B_MOUSE;sp|Q9QYR6|MAP1A_MOUSE;tr|A2ARP8|A2ARP8_MOUSE
310,sp|P09055|ITB1_MOUSE,4.358354,7.897709544440435,0.51835,Integrin beta-1,sp|P09055|ITB1_MOUSE Integrin beta-1 OS=Mus musculus OX=10090 GN=Itgb1 PE=1 SV=1,sp|P09055|ITB1_MOUSE
311,tr|B1AUN3|B1AUN3_MOUSE,4.3575,7.7476991706807885,0.51835,none,tr|B1AUN3|B1AUN3_MOUSE Eukaryotic translation initiation factor 2B  subunit 3 OS=Mus musculus OX=10090 GN=Eif2b3 PE=1 SV=1;tr|Q3UKV0|Q3UKV0_MOUSE Eukaryotic translation initiation factor 2B  subunit 3 OS=Mus musculus OX=10090 GN=Eif2b3 PE=1 SV=1;tr|B1AUN2|,tr|B1AUN3|B1AUN3_MOUSE;tr|Q3UKV0|Q3UKV0_MOUSE;tr|B1AUN2|B1AUN2_MOUSE
312,tr|Q561M1|Q561M1_MOUSE,-4.355867,7.6703850277210135,0.51835,tr|Q561M1|Q561M1_MOUSE Acp1 protein,tr|Q561M1|Q561M1_MOUSE Acp1 protein OS=Mus musculus OX=10090 GN=Acp1 PE=1 SV=1;sp|Q9D358|PPAC_MOUSE Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus OX=10090 GN=Acp1 PE=1 SV=3,tr|Q561M1|Q561M1_MOUSE;sp|Q9D358|PPAC_MOUSE;tr|A0A1W2P7X3|A0A1W2P7X3_MOUSE
313,sp|A2A6Q5|CDC27_MOUSE,4.31255,7.0448140475286385,0.51946,Cell division cycle protein 27 homolog,sp|A2A6Q5|CDC27_MOUSE Cell division cycle protein 27 homolog OS=Mus musculus OX=10090 GN=Cdc27 PE=1 SV=1,sp|A2A6Q5|CDC27_MOUSE
314,sp|Q6ZQK0|CNDD3_MOUSE,-4.306752,7.4755840301848115,0.51946,Condensin-2 complex subunit D3,sp|Q6ZQK0|CNDD3_MOUSE Condensin-2 complex subunit D3 OS=Mus musculus OX=10090 GN=Ncapd3 PE=1 SV=3;tr|K4DI67|K4DI67_MOUSE Condensin-2 complex subunit D3 OS=Mus musculus OX=10090 GN=Ncapd3 PE=1 SV=1;tr|Q80W41|Q80W41_MOUSE Condensin-2 complex subunit D3 OS=Mu,sp|Q6ZQK0|CNDD3_MOUSE;tr|K4DI67|K4DI67_MOUSE;tr|Q80W41|Q80W41_MOUSE
315,sp|Q9QUK3|CLN8_MOUSE,-4.303555,8.115210976704168,0.51946,Protein CLN8,sp|Q9QUK3|CLN8_MOUSE Protein CLN8 OS=Mus musculus OX=10090 GN=Cln8 PE=1 SV=1;tr|D3Z2H1|D3Z2H1_MOUSE Protein CLN8 (Fragment) OS=Mus musculus OX=10090 GN=Cln8 PE=4 SV=1;tr|D3Z332|D3Z332_MOUSE Protein CLN8 (Fragment) OS=Mus musculus OX=10090 GN=Cln8 PE=4 SV=1,sp|Q9QUK3|CLN8_MOUSE;tr|D3Z2H1|D3Z2H1_MOUSE;tr|D3Z332|D3Z332_MOUSE;tr|D3Z3T9|D3Z3T9_MOUSE
316,sp|Q5SWU9|ACACA_MOUSE,-4.2864,11.358791162391723,0.51946,Acetyl-CoA carboxylase 1,sp|Q5SWU9|ACACA_MOUSE Acetyl-CoA carboxylase 1 OS=Mus musculus OX=10090 GN=Acaca PE=1 SV=1,sp|Q5SWU9|ACACA_MOUSE;tr|V9GWS0|V9GWS0_MOUSE;tr|V9GXY1|V9GXY1_MOUSE;tr|V9GWS1|V9GWS1_MOUSE;tr|V9GWR9|V9GWR9_MOUSE;tr|D3Z0B3|D3Z0B3_MOUSE
317,tr|Q8R0J2|Q8R0J2_MOUSE,-4.279681,7.882843169283849,0.51946,tr|Q8R0J2|Q8R0J2_MOUSE Mannose-P-dolichol utilization defect 1 protein,tr|Q8R0J2|Q8R0J2_MOUSE Mannose-P-dolichol utilization defect 1 protein OS=Mus musculus OX=10090 GN=Mpdu1 PE=1 SV=1;sp|Q9R0Q9|MPU1_MOUSE Mannose-P-dolichol utilization defect 1 protein OS=Mus musculus OX=10090 GN=Mpdu1 PE=1 SV=1;tr|E9PVP3|E9PVP3_MOUSE Manno,tr|Q8R0J2|Q8R0J2_MOUSE;sp|Q9R0Q9|MPU1_MOUSE;tr|E9PVP3|E9PVP3_MOUSE;tr|Q5F2B1|Q5F2B1_MOUSE;tr|F6XX36|F6XX36_MOUSE;tr|F6ZGG4|F6ZGG4_MOUSE
318,sp|P42125|ECI1_MOUSE,-4.2756370000000015,8.55838452837503,0.51946,"Enoyl-CoA delta isomerase 1, mitochondrial",sp|P42125|ECI1_MOUSE Enoyl-CoA delta isomerase 1  mitochondrial OS=Mus musculus OX=10090 GN=Eci1 PE=1 SV=2;tr|A0A3Q4EC00|A0A3Q4EC00_MOUSE Enoyl-CoA delta isomerase 1  mitochondrial OS=Mus musculus OX=10090 GN=Eci1 PE=1 SV=1;tr|A0A452J8A5|A0A452J8A5_MOUSE E,sp|P42125|ECI1_MOUSE;tr|A0A3Q4EC00|A0A3Q4EC00_MOUSE;tr|A0A452J8A5|A0A452J8A5_MOUSE;tr|A0A3Q4EC76|A0A3Q4EC76_MOUSE
319,tr|A2ATI9|A2ATI9_MOUSE,4.272582,7.43539838026736,0.51946,tr|A2ATI9|A2ATI9_MOUSE Golgi reassembly-stacking protein 2,tr|A2ATI9|A2ATI9_MOUSE Golgi reassembly-stacking protein 2 OS=Mus musculus OX=10090 GN=Gorasp2 PE=1 SV=1;sp|Q99JX3|GORS2_MOUSE Golgi reassembly-stacking protein 2 OS=Mus musculus OX=10090 GN=Gorasp2 PE=1 SV=3,tr|A2ATI9|A2ATI9_MOUSE;sp|Q99JX3|GORS2_MOUSE;tr|A2ATI8|A2ATI8_MOUSE;tr|A2ATI6|A2ATI6_MOUSE
320,sp|Q9DB77|QCR2_MOUSE,4.25723,8.159747610524272,0.51946,"Cytochrome b-c1 complex subunit 2, mitochondrial",sp|Q9DB77|QCR2_MOUSE Cytochrome b-c1 complex subunit 2  mitochondrial OS=Mus musculus OX=10090 GN=Uqcrc2 PE=1 SV=1,sp|Q9DB77|QCR2_MOUSE;tr|A0A140LI98|A0A140LI98_MOUSE
321,tr|Z4YJT3|Z4YJT3_MOUSE,4.221319,6.890840019780741,0.52012,tr|Z4YJT3|Z4YJT3_MOUSE La-related protein 1,tr|Z4YJT3|Z4YJT3_MOUSE La-related protein 1 OS=Mus musculus OX=10090 GN=Larp1 PE=1 SV=1;sp|Q6ZQ58|LARP1_MOUSE La-related protein 1 OS=Mus musculus OX=10090 GN=Larp1 PE=1 SV=3,tr|Z4YJT3|Z4YJT3_MOUSE;sp|Q6ZQ58|LARP1_MOUSE
322,sp|Q9CQS4|S2546_MOUSE,-4.143747,7.585189916062663,0.5322899999999999,Solute carrier family 25 member 46,sp|Q9CQS4|S2546_MOUSE Solute carrier family 25 member 46 OS=Mus musculus OX=10090 GN=Slc25a46 PE=1 SV=1;tr|A0A3Q4L2U5|A0A3Q4L2U5_MOUSE Solute carrier family 25 member 46 OS=Mus musculus OX=10090 GN=Slc25a46 PE=4 SV=1,sp|Q9CQS4|S2546_MOUSE;tr|A0A3Q4L2U5|A0A3Q4L2U5_MOUSE
